track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
5PB3Xm10vd8b4b7pxzClWc,De-Phazz,Strangers in Dub (Bert Kaempfert meets De-Phazz),Strangers in the Night,17,245675,False,0.582,0.7,0,-12.452,1,0.04,0.00573,0.907,0.194,0.679,148.003,4,trip-hop
5ARrtxJLVCeTv5TWo1oKgC,Zero 7;Sophie Barker,Simple Things,In The Waiting Line,64,271520,False,0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,4,electronic
2wcsZBShCd9jpK4u7rSCsh,Moneybagg Yo,GANG GANG - HIP HOP & RAP,Said Sum,1,155168,True,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,4,hip-hop
7btUlXFrh6IZynFufb9PxH,Burgerkill,Killchestra,Angkuh,28,274333,True,0.515,0.86,0,-8.117,1,0.0646,0.000854,0.00288,0.187,0.343,135.997,4,death-metal
6HniH9hqshcK6b9lXqhxbx,The Green,Ways & Means,Love Is Strong,32,217426,False,0.827,0.559,9,-6.252,0,0.0612,0.0452,3.65e-06,0.0532,0.751,143.982,4,j-rock
508QhA2SncMbh5CnuxkvUc,LRN Slime;Shiloh Dynasty,why am i crying,Letter to Jarad,67,204659,False,0.873,0.0903,8,-26.551,0,0.071,0.911,0.112,0.105,0.785,121.981,4,sad
0YlkFeoPLGm4XJ3z6wZNnv,DJ Maurice;Jelle B.,Luizenlied (Hallo Allemaal),Luizenlied (Hallo Allemaal) (Radio Version),24,179000,False,0.569,0.918,4,-3.004,1,0.0362,0.0176,0.0,0.332,0.562,149.867,4,hardstyle
0ZiO07cHvb675UDaKB1iix,Aimer,Sun Dance,コイワズライ,61,235160,False,0.675,0.5,10,-5.825,1,0.0258,0.3,0.0,0.312,0.773,93.917,4,anime
24PfsjdIb7BnRM9YNHU1cq,Hoobastank,For(N)ever,I Don't Think I Love You,39,219600,False,0.528,0.91,2,-4.349,1,0.0344,0.000365,0.0,0.384,0.555,123.976,4,grunge
4DmBVImaIhE3RyNvbtZTTz,Jimi Hendrix,"People, Hell & Angels",Hear My Train a Comin',52,341800,False,0.371,0.634,10,-7.648,0,0.0277,0.146,0.011,0.104,0.568,84.977,4,psych-rock
0984nSnkRCEdjAXiig3rOH,Stevie Wonder,Best Christmas Playlist Ever 2022,Someday At Christmas,0,169293,False,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,funk
1bLXL3MPkzfdrK6NC0u0N3,Screeching Weasel,Boogadaboogadaboogada! (2020 Remaster),Love,23,110053,False,0.287,0.933,2,-6.786,1,0.0376,0.00922,2.57e-06,0.33,0.853,137.344,4,power-pop
29FpwCOlrpatt54rUDPFok,Joe Smooth,Promised Land,Can't Fake The Feeling,15,305119,False,0.718,0.915,1,-3.639,1,0.0465,0.048,4.31e-05,0.128,0.365,116.928,4,chicago-house
26gpV6aDhhnTa31Qh23hSq,La Rata Bluesera;Federico Dannemann;Gonzalo Araya,Valdivia,Santa Lucía,31,444171,False,0.446,0.651,5,-13.349,1,0.312,0.642,0.000421,0.882,0.597,123.092,4,blues
4rHl8WmYkjwvkujjjc1cBi,my little airport,I ALSO DON'T KNOW (Live),心 - Live,28,147227,False,0.447,0.351,0,-15.97,1,0.0513,0.555,0.127,0.698,0.207,120.333,4,cantopop
6pFrUq1Wwz6RFQU8YkDHwZ,Clayton & Romário,No Churrasco (Ao Vivo),Nem Dormindo Consigo Te Esquecer / Preciso Ser Amado / Fica Comigo - Ao Vivo,47,293584,False,0.473,0.645,2,-4.82,1,0.06,0.636,0.0,0.777,0.511,159.672,4,sertanejo
7K3OyIuvYF1qcwr4xqILeu,Lilly Palmer,We Control,We Control,58,206625,False,0.707,0.815,7,-6.2,1,0.147,0.00499,0.828,0.0874,0.148,133.024,4,techno
7FCywPUtOExT6UHSOWjTDg,Triptykon,Eparistera Daimones,In Shrouds Decayed,17,415933,False,0.487,0.456,9,-7.037,1,0.0349,0.00663,0.00962,0.119,0.037,118.035,4,black-metal
3sFdaHo9D3hfiFt2wVi6a5,Kenshi Yonezu,M八七,M八七,65,263120,False,0.633,0.719,1,-8.329,1,0.0418,0.3,2.23e-05,0.34,0.334,112.013,4,anime
73v66Bd4gpdQCH8dPkyafP,The Coffinshakers,Dark Wings Over the World,Pale Man in Black,22,159933,True,0.305,0.84,9,-9.12,0,0.0657,0.000338,0.225,0.185,0.711,150.859,4,goth
5gruIzdGqqMAXrCqVcsp3Q,Lebo M.,The Lion King (Original Motion Picture Soundtrack),Mbube,39,116093,False,0.692,0.603,1,-6.952,1,0.127,0.599,0.00645,0.137,0.643,138.065,4,disney
6dQuUOuMAA9fVfSGnDBKAL,Nogizaka46,生まれてから初めて見た夢 (Complete Edition),サヨナラの意味,21,299040,False,0.51,0.756,0,-3.611,0,0.0319,0.251,4.92e-06,0.214,0.573,126.998,4,j-idol
3qeXSz02VoeNntvBX0Skw6,Zülfü Livaneli,"Bütüneserleri, Vol. 6 (Günlerimiz)",Kardeşin Duymaz,41,219973,False,0.609,0.423,0,-11.647,0,0.0308,0.797,0.00461,0.141,0.39,135.601,4,j-rock
4VTYAMP7kQ7YjmGpGtuJBo,Felix Werner,Lighthouses (Ambient Version),Lighthouses - Ambient Version,59,183996,False,0.208,0.0581,2,-27.906,1,0.0502,0.842,0.624,0.109,0.0394,68.942,4,sleep
1Gq202pQaNT0U9lbcVrPha,Chris Jedi;Joey Montana,Hora del taco sin auto,Dale Hasta Abajo,0,211560,False,0.686,0.915,10,-2.756,0,0.0449,0.079,0.000275,0.107,0.743,100.003,4,reggae
4Qlw6p2C7mNbjFeFUyidmx,Toini & The Tomcats,Going Wild,Going Wild,29,170720,False,0.379,0.87,4,-4.394,0,0.0642,0.0583,0.0,0.0905,0.638,183.782,4,rockabilly
2e1WR9PYEAyuu9k5hNHHI1,The Avener;Kadebostany,The Wanderings Of The Avener,Castle In The Snow,57,212893,False,0.664,0.807,4,-4.855,0,0.0463,0.0173,2.98e-05,0.0893,0.641,98.017,4,french
0fWnYPFk3Qswkg7MmM6Q8z,twocolors,Ballermann Hits Party 2023,Heavy Metal Love,0,132000,False,0.768,0.767,5,-8.06,0,0.0358,0.194,0.0,0.121,0.457,125.029,4,house
5Br8K1CLLVB7AuuM0t4G7r,Jasleen Royal,Khoobsurat,Preet,50,303673,False,0.578,0.561,10,-7.048,0,0.0597,0.731,0.0126,0.171,0.529,167.887,4,songwriter
4OZ0N1ghFG20YZlUnZOfLu,Nikolay Erdenko,"Romansy Rossii, Chast’ 1","Gori, gori, moja zvezda",0,238335,False,0.473,0.418,7,-12.923,0,0.0388,0.74,3.63e-05,0.234,0.131,129.559,4,romance
7y06U9dmbU1d73cX0gjMCj,sumika,Chime,秘密,43,267546,False,0.29,0.54,2,-7.491,1,0.0322,0.293,0.0,0.102,0.394,82.08,4,j-pop
5VVRRXsJ77a4jjGZCiIpAL,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Última Misión Reggaeton,La Llevo Al Cielo,0,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,latino
0BGTbX2jK9LHO4G9V7BdKv,Otnicka;ONEIL,Flight,Flight,0,193200,False,0.711,0.642,4,-7.885,0,0.0459,0.574,0.88,0.101,0.125,100.011,4,electronic
7ijKiZJhTKWVPn4zk9A8r7,Overseer,Wreckage,Doomsday,43,193693,False,0.66,0.812,2,-7.645,1,0.0813,0.00346,0.00232,0.341,0.785,155.01,4,breakbeat
2TgTGJyiWf1ptW5g3QG938,Nightmares On Wax,Imagineering,Imagineering,47,274973,False,0.619,0.184,9,-12.242,0,0.0324,0.651,0.847,0.134,0.389,146.338,4,trip-hop
0mhMSxIx2XnXCF7PDLjUGG,Ty Dolla $ign;Lil Wayne;The-Dream,Rap Ice,Love U Better,0,181872,False,0.627,0.562,10,-6.268,0,0.0364,0.0628,0.0,0.31,0.389,95.054,4,dance
3jT0zBtM0QU0KvG3SVRvrf,Babasónicos,Discutible,Adiós en Pompeya,37,257893,False,0.435,0.636,10,-5.076,1,0.0273,0.0282,9.45e-06,0.282,0.392,145.675,4,electronic
4aX1l1agOXB5JMs93kIRrt,Apache Indian,Time For Change,Om Numah Shivaya,2,266480,False,0.757,0.723,1,-3.783,0,0.046,0.13,8.74e-06,0.0589,0.399,74.985,4,dancehall
4AWVRxsHhLlLPtKuXvnprw,Fiona Sit,F,奇洛李維斯回信,47,242906,False,0.734,0.524,1,-8.971,1,0.028,0.551,3.28e-06,0.115,0.562,118.012,4,cantopop
4qjQyKpwS8wFskimnRyDer,Stevie Wonder,Rock Christmas 2022 - The Very Best Of,One Little Christmas Tree,0,161693,False,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,4,indie
1eXeb2RwfAn6iKUPmGyfs4,Jack Harlow;Drake,Tic Tac - Just Rap,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop
537kZhyZiQNU0ouuaHw9TT,"Up, Bustle & Out",Mexican Sessions - Our Simple Sensational Sound,Tinto Tintero,18,320080,False,0.903,0.77,1,-5.887,1,0.0483,0.0117,0.672,0.122,0.831,119.014,4,trip-hop
2NV0oNAYgjlN27SeNIo8bL,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],Na horda - Ao vivo,48,306961,False,0.581,0.857,7,-5.89,0,0.127,0.374,0.0462,0.96,0.697,140.885,4,alt-rock
7hh9tFp9OGoHI4S7TC83Ej,K. S. Harisankar;Arun Muraleedharan,Anugraheethan Antony,Kamini,52,238819,False,0.518,0.481,3,-8.115,1,0.0305,0.444,0.0,0.0876,0.199,100.068,1,malay
21G9q9V3JEwpK9HJfQUrhg,Tomato N' Pine,なないろ☆ナミダ,なないろ☆ナミダ,32,293666,False,0.621,0.882,8,-5.268,1,0.0278,0.00138,6.07e-05,0.187,0.667,127.047,4,j-idol
6KnNDix4Owr4vNmsPhLmxD,Rob Zombie,The Sinister Urge,Feel So Numb,63,233666,False,0.566,0.889,8,-5.22,1,0.0426,4.3e-05,0.00907,0.292,0.141,127.045,4,industrial
31cWLSWcitDSeOBKhcjhMG,Frankie Valli & The Four Seasons,Perfect Christmas Hits,I Saw Mommy Kissing Santa Claus,0,136306,False,0.629,0.56,0,-11.455,0,0.0523,0.595,0.0,0.182,0.88,118.895,3,r-n-b
0RKv7sebi8uGmi6EYjAWfJ,The Beach Boys,Jingle Bell Rock 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
7GvYw5WCIT4Ws4Vsydte6N,Max Viana,No Calçadão,Canções De Rei,40,313000,False,0.572,0.223,4,-11.88,1,0.0277,0.916,2.85e-05,0.103,0.377,105.944,4,mpb
1gbUrCmsJchMppBeC6wL3r,Midnight Tyrannosaurus;Nimda,Planet Doom,The Cheeki Breeki Song,45,212941,True,0.515,0.93,6,-1.845,0,0.0724,0.0012,0.00605,0.623,0.117,139.449,4,dubstep
6h9sh3p5ZRSl2AsRpXcqNX,George Jones,Setlist: The Very Best of George Jones LIVE,If Drinkin' Don't Kill Me (Her Memory Will) - Live,9,217000,False,0.441,0.392,6,-11.777,1,0.0312,0.304,2.65e-05,0.95,0.361,81.031,3,honky-tonk
7v7SnG6jQeteKJhoBofqLK,Broilers,Puro Amor,Schwer verliebter Hooligan,39,200974,False,0.512,0.992,7,-3.183,1,0.0776,0.00271,0.00507,0.0856,0.61,169.964,4,german
26cV1OvQgnLdM1HTVj8ZMs,Siouxsie and the Banshees,Anthems for Witches 2022,Spellbound,0,197106,False,0.412,0.931,7,-6.348,1,0.0449,0.016,0.0,0.0772,0.295,148.813,4,alt-rock
3E5BnoNWWtNLC4jEKroH4g,Phil Wickham,Christmas: Acoustic Sessions,Joy to the World (Joyful Joyful),28,257192,False,0.48,0.15,0,-12.751,1,0.0293,0.846,3.44e-06,0.115,0.285,141.786,4,world-music
3fTAzpANJB10OyIC523sF4,PartyfrieX,Partyfreak,Partyfreak,29,163320,False,0.732,0.919,8,-6.043,0,0.0586,0.218,1.22e-05,0.382,0.889,151.995,4,happy
6C1RD7YQVvt3YQj0CmuTeu,Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,Diles,Diles,83,286040,True,0.813,0.56,2,-5.904,0,0.0618,0.108,0.0,0.268,0.287,118.033,4,latino
74VB8CX8NJMTUGnq4g45zA,Timothy Infinite,Wash,Wash,20,216296,False,0.751,0.615,1,-5.835,1,0.244,0.102,0.256,0.177,0.535,81.01,4,study
0mOczvsjbdVz5VyYrDbfyz,Alejandro Sanz,Grandes exitos 1991-2004 (Deluxe edition),Y sólo se me ocurre amarte,28,277226,False,0.677,0.843,11,-6.039,0,0.0279,0.429,1.25e-05,0.973,0.768,145.965,4,spanish
3nwd2gUT7l10HDUAOKXrhs,Ellie Goulding;Big Sean,Easy Lover (feat. Big Sean),Easy Lover (feat. Big Sean),72,215937,False,0.675,0.817,5,-3.789,0,0.0497,0.00711,0.0,0.0839,0.446,105.964,4,indie-pop
15k1G1G1DjIhw1W29EnD6J,Alphaxone,Living in the Grayland,Into the Silence,11,220055,False,0.253,0.181,5,-23.052,1,0.0375,0.193,0.904,0.146,0.0279,111.957,4,iranian
4j4Jc3xTEOAPRd9GuH1CsX,DJ Robin;Schürze,Ernte 2k23,Layla,0,185437,False,0.442,0.922,5,-2.918,0,0.0695,0.00134,0.0,0.432,0.388,140.082,4,party
7qwt4xUIqQWCu1DJf96g2k,Clairo;Rejjie Snow,diary 001,Hello?,69,135016,False,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,4,indie-pop
3UnfOb5hmnf4KF7NIgAj9a,Larissa Lambert,Weak,Weak,67,159375,False,0.617,0.451,7,-9.323,1,0.0584,0.627,0.0,0.267,0.487,127.923,4,chill
0YkY9k8pZvkGylvuWU9s7D,Валерий Агафонов,За кордоном – любовь,Когда я вернусь,0,149120,False,0.479,0.115,3,-19.631,0,0.0607,0.983,0.392,0.108,0.266,64.222,3,romance
0tHc1BpDEmIyQQq5sla8tk,Sia,Christmas Time,Snowman,0,165906,False,0.716,0.511,1,-6.257,1,0.0332,0.483,0.0,0.0928,0.324,104.964,3,dance
51TG9W3y9qyO8BY5RXKgnZ,Megadeth,Countdown To Extinction,Symphony Of Destruction,74,246733,False,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,hard-rock
2hrUO4drrO63i7FYbCLBl2,Clean Bandit;Sean Paul;Anne-Marie,What Is Love? (Deluxe Edition),Rockabye (feat. Sean Paul & Anne-Marie),72,251173,False,0.717,0.73,9,-4.729,0,0.0568,0.383,0.0,0.398,0.792,102.002,4,edm
1Gq202pQaNT0U9lbcVrPha,Chris Jedi;Joey Montana,Hora del taco sin auto,Dale Hasta Abajo,0,211560,False,0.686,0.915,10,-2.756,0,0.0449,0.079,0.000275,0.107,0.743,100.003,4,latino
3802mS7Nir3TleHudYecvN,Danny G,Everybody Dies in Their Nightmares,Everybody Dies in Their Nightmares,56,96235,True,0.691,0.805,7,-7.072,0,0.116,0.732,0.0,0.271,0.87,129.508,4,chill
3VBvSPELTk4p5fiPZiiik3,Jorge & Mateus,Amor Covarde,Amor Covarde,44,214026,False,0.567,0.474,5,-6.806,1,0.027,0.293,0.0,0.226,0.415,130.036,4,sertanejo
2XzziOT8OUGrDnnveRpxwI,Los Prisioneros,Fiesta temática 80s,Muevan Las Industrias,0,248893,False,0.686,0.604,11,-14.24,0,0.037,0.12,0.496,0.0907,0.553,152.474,4,hardcore
0sStekTxG98Iyxfko7jzAC,Mumuzinho,Resenha Do Mumu (Ao Vivo),Cartão Postal / Pensa - Ao Vivo,43,200440,False,0.504,0.836,7,-7.152,1,0.0516,0.434,0.0,0.471,0.857,171.944,4,pagode
6btbs0H1XD7PNmJhIytL09,Napalm Death,The Earache Peel Sessions,Lucid Fairytale,12,65093,False,0.23,0.988,3,-5.06,1,0.0948,1.1e-06,0.715,0.0374,0.451,109.766,4,grindcore
39Lz4adax8ptCgM1XmJxxb,Refuzion,Without You,Without You,46,177169,False,0.457,0.812,2,-3.795,1,0.0343,0.00497,1.79e-06,0.64,0.37,149.949,4,hardstyle
68eoWUtSR0Dpoejy4aDqmQ,Felix Mendelssohn;Henrik Måwe,Refreshing Piano,"Songs Without Words, Op. 62: No. 6, Allegretto grazioso in A Major ""Spring Song""",0,165488,False,0.176,0.162,9,-18.922,1,0.0362,0.988,0.913,0.12,0.183,58.879,4,german
3Z7v81KhZWSRrunCF4NzPs,Ceephax Acid Crew,Box Steady,Housedream,16,386094,False,0.782,0.86,9,-8.674,0,0.0451,0.00141,0.89,0.199,0.697,123.993,4,idm
2yDqTARIczDSs3fxJUZywt,Circle of Dust,FiXT Presents: Sinister Sounds,Neurachem,4,284518,False,0.468,0.979,7,-2.579,1,0.13,0.00158,0.0442,0.337,0.529,169.951,4,industrial
4Un7ybpxH9iUcngOIeoKxD,Cássia Eller;Renato Russo,Duetos,Vento No Litoral,40,356213,False,0.411,0.537,0,-6.894,1,0.0287,0.402,0.000415,0.177,0.0759,117.735,4,mpb
4nhL5OXYTOLqJhJGXwEpFE,R.K.M & Ken-Y,Queda poco para la PAES 2.0,Te Regalo Amores,0,239146,False,0.845,0.832,2,-7.289,1,0.0393,0.0558,4.83e-06,0.0765,0.773,115.029,4,reggaeton
6Pzm6HXxN0cwfCWM7kngXL,The Notorious B.I.G.,Rap Homage,Hypnotize,0,230000,True,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.94,4,hardcore
06C6QABI5ChBAsw95J9oTo,Ankur Tewari;The Ghalat Family;Karsh Kale,Side A,Mohobbat Zindabad,47,209733,False,0.781,0.602,9,-4.881,1,0.0523,0.225,4.17e-05,0.124,0.554,129.011,4,singer-songwriter
4lJX2CpRZKPWAIOzOdvENF,Ella Fitzgerald,Home At Christmas,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz
5KxytI88TQvqAjV7X3nJUu,Christopher Zondaflex Tyler,Halloween What Do You See,Halloween What Do You See,8,162037,False,0.885,0.344,0,-14.365,1,0.16,0.00681,1.01e-06,0.0973,0.791,101.007,4,kids
41idbhuTXkbe1fAa2rIEXx,Hilight Tribe,Legacy,Legacy,34,202000,False,0.755,0.931,11,-6.406,0,0.041,0.000264,0.9,0.15,0.416,147.004,4,trance
6kzj1MWS5tFsoOZUz4c8Hc,Abhijeet;Alka Yagnik,Chalte Chalte,Tauba Tumhare Ishare,59,316360,False,0.452,0.608,4,-13.429,1,0.245,0.357,1.64e-05,0.118,0.676,92.996,4,pop-film
6HoxQTzbgOilzBMZEYqGw4,Anupam Roy;Rupankar Bagchi,Uma,Jaago Uma,33,317081,False,0.274,0.605,2,-6.592,1,0.0393,0.712,0.0,0.077,0.206,167.276,4,singer-songwriter
341Tb27KBs8zzlRqaC9GvR,Adam Melchor,Refresh - Pop To Cool Down,Last Time,0,193972,False,0.493,0.556,7,-11.351,1,0.102,0.714,0.0439,0.287,0.409,146.057,4,j-pop
4P5QjbWV3K3vVRLotvaxal,Josman;Eazy Dew;Soleil Noir,M.A.N (Black Roses & Lost Feelings) [Bonus],Hasta el Cielo (feat. Eazy Dew & Soleil Noir),33,203253,True,0.81,0.535,0,-6.442,1,0.0907,0.347,0.0,0.211,0.643,128.936,4,french
3kjHeqClSEMX3UVoRmgptj,Usted Señalemelo,Usted Señalemelo,Textos,42,293106,False,0.598,0.36,0,-9.79,1,0.0336,0.282,0.000112,0.107,0.189,135.017,3,electronic
1vmSs9UqHEF09fw75pDVXG,Leiva;Elsa y Elmar,Cuando Te Muerdes el Labio,Flecha,59,233826,False,0.79,0.698,1,-5.332,0,0.0353,0.125,2.32e-05,0.0721,0.874,119.033,4,spanish
1ilA1w8ewwREeAEHY2rqKa,Boards of Canada,In A Beautiful Place Out In The Country,In A Beautiful Place Out In The Country,48,367480,False,0.636,0.253,7,-14.707,0,0.0385,0.44,0.873,0.0866,0.0427,98.541,4,trip-hop
6wdI9sg2VdgjqSg0ozu9PK,MHD,Afro Trap Part. 7 (La puissance),Afro Trap Pt. 7 (La puissance),65,140077,False,0.97,0.806,8,-5.628,0,0.298,0.0955,0.0,0.133,0.815,120.003,4,french
2fJ448Aj8oYxHKILgqr6Bx,Ninkharsag,Blood Of Celestial Kings,The Sicarii,17,222880,False,0.172,0.951,6,-5.129,0,0.0992,0.0,0.886,0.115,0.197,122.02,4,black-metal
23tKvchhAzfCJW8HkBlxf6,Don Omar,Fiesta Reggaeton 2010s,Vacilón,2,177293,False,0.734,0.519,8,-9.483,0,0.0824,0.00814,0.141,0.311,0.685,82.983,4,reggaeton
2kjzqEAuCR3Q9a0MGn1KEK,Negator,Panzer Metal,Feuersturm,16,213813,False,0.321,0.989,8,-3.111,0,0.0764,1.33e-06,0.836,0.363,0.0395,109.701,4,black-metal
74x0zAixJTR1kaXQRzO9uJ,Gabriela Gomes,Vinde A Mim,Vinde A Mim,48,329262,False,0.423,0.574,4,-5.48,1,0.0375,0.026,0.0,0.075,0.12,145.824,4,brazil
2Fo0axQm6w96Arw4hOq46L,Anthony Hamilton,Modern R&B Love,Day Dreamin',0,261946,False,0.78,0.645,1,-5.009,0,0.225,0.0692,5.49e-05,0.102,0.686,77.012,4,soul
1890XyLaHj9kjYEyOstCVp,Ben Gold,Rest Of Our Lives,Rest Of Our Lives,47,240897,False,0.463,0.972,5,-5.275,1,0.0574,0.00379,0.000725,0.184,0.161,135.003,4,trance
1ia62vfFbklbRgNfx0CPC5,J Balvin;Mr Eazi,Halloween 2022 Perreo Vol. 4,Arcoíris,1,187120,False,0.611,0.781,2,-5.261,1,0.149,0.08,0.0,0.264,0.413,186.162,4,reggae
1PHqmiRTZnqHZkkR9Zjtvh,Samael,Ceremony of Opposites,Crown,24,246200,False,0.266,0.921,6,-6.115,1,0.0387,0.000736,0.658,0.0929,0.399,88.255,4,industrial
2d8QadEHtIznYQftCI0r31,The Goo Goo Dolls,OK Boomers - Top Tunes,Black Balloon,3,249533,False,0.339,0.625,1,-8.57,1,0.028,0.056,0.000101,0.229,0.334,104.679,4,rock
2gYLeC5Ikd8DFSJfwGZJp3,Northlane,Alien,Bloodline,51,205666,True,0.514,0.964,6,-6.78,1,0.0992,8.3e-05,0.196,0.137,0.404,97.492,4,metalcore
0IwdotkOJ2m9jkJiy8Rzox,Gilberto Gil;BaianaSystem,Gil Baiana ao Vivo em Salvador (Ao Vivo),Emoriô / Dia da Caça (Ao Vivo),38,310596,False,0.687,0.833,5,-8.648,0,0.0324,0.578,0.0496,0.941,0.724,107.987,4,samba
